Order ID,Product Name,Category,Price (INR),Quantity Sold,Total Sales (INR),Order Date,Payment Method,Customer Rating,Month,Year,Profit (INR),Discount %,Customer Segment,Region
ORD00219,Headphones,Electronics,39749.19,1,39749.19,19-07-2024,COD,3.5,July,2024,7949.838,11,Online,South
ORD00220,Tablet,Electronics,37578.46,2,75156.92,08-06-2024,Net Banking,4.4,June,2024,15031.384,6,Online,North
ORD00221,Smartphone,Electronics,37203.65,4,148814.6,14-05-2024,Wallet,3.5,May,2024,29762.92,7,Retail,South
ORD00222,Self-Help Book,Books,22851.63,1,22851.63,14-05-2024,Wallet,1,May,2024,4570.326,21,Online,West
ORD00223,Hair Dryer,Beauty,27627.84,4,110511.36,30-03-2024,UPI,1.8,March,2024,22102.272,9,Retail,South
ORD00224,Self-Help Book,Books,31333.95,3,94001.85,21-08-2024,Debit Card,1.7,August,2024,18800.37,21,Retail,North
ORD00225,Bedsheet,Home & Kitchen,30911.44,5,154557.2,06-04-2024,Debit Card,3,April,2024,30911.44,28,Retail,North
ORD00226,Laptop,Electronics,11518.23,1,11518.23,30-01-2025,Debit Card,4.4,January,2025,2303.646,21,Online,North
ORD00227,Jeans,Clothing,43304.55,5,216522.75,28-12-2024,UPI,2.6,December,2024,43304.55,21,Retail,West
ORD00228,Self-Help Book,Books,3710.07,3,11130.21,20-02-2024,Credit Card,4.2,February,2024,2226.042,6,Wholesale,West
ORD00229,Perfume,Beauty,34621.21,2,69242.42,06-01-2025,Wallet,1.8,January,2025,13848.484,6,Online,East
ORD00230,Headphones,Electronics,41742.29,5,208711.45,15-07-2024,COD,2.6,July,2024,41742.29,26,Online,West
ORD00231,Bedsheet,Home & Kitchen,46858.63,1,46858.63,02-11-2024,Debit Card,3.5,November,2024,9371.726,27,Online,North
ORD00232,Smartwatch,Electronics,5413.09,1,5413.09,20-05-2024,UPI,3.4,May,2024,1082.618,9,Online,North
ORD00233,Laptop,Electronics,5880.45,1,5880.45,09-09-2024,Net Banking,2,September,2024,1176.09,5,Wholesale,West
ORD00234,Comic Book,Books,35665.26,3,106995.78,30-03-2024,Wallet,1.2,March,2024,21399.156,5,Online,South
ORD00235,Headphones,Electronics,42981.89,5,214909.45,02-01-2025,Credit Card,1.8,January,2025,42981.89,23,Online,West
ORD00236,Comic Book,Books,25629.88,3,76889.64,03-09-2024,Debit Card,2.9,September,2024,15377.928,6,Retail,West
ORD00237,Perfume,Beauty,22475.94,4,89903.76,13-02-2024,Debit Card,3.5,February,2024,17980.752,25,Online,North
ORD00238,Sofa Cover,Home & Kitchen,33250.7,5,166253.5,19-10-2024,Wallet,4.3,October,2024,33250.7,16,Wholesale,East
ORD00239,Cookbook,Books,45045.03,5,225225.15,02-01-2025,Net Banking,3.8,January,2025,45045.03,30,Wholesale,North
ORD00240,Bedsheet,Home & Kitchen,3955.86,5,19779.3,18-06-2024,Net Banking,4.7,June,2024,3955.86,10,Wholesale,East
ORD00241,Perfume,Beauty,28169.11,5,140845.55,04-05-2024,UPI,2.7,May,2024,28169.11,27,Wholesale,North
ORD00242,Face Cream,Beauty,42785.51,4,171142.04,13-11-2024,COD,1.7,November,2024,34228.408,8,Online,West
ORD00243,Smartphone,Electronics,25614.35,2,51228.7,12-08-2024,Wallet,3.5,August,2024,10245.74,27,Online,North
ORD00244,Mixer Grinder,Home & Kitchen,7771.58,5,38857.9,17-08-2024,Debit Card,3.6,August,2024,7771.58,15,Wholesale,North
ORD00245,Cookbook,Books,31059.47,3,93178.41,15-05-2024,Wallet,4.8,May,2024,18635.682,28,Wholesale,North
ORD00246,Educational Book,Books,14506.11,5,72530.55,16-06-2024,Debit Card,3.5,June,2024,14506.11,21,Online,West
ORD00247,Smartwatch,Electronics,16272.38,3,48817.14,15-06-2024,Debit Card,1.4,June,2024,9763.428,10,Wholesale,West
ORD00248,T-Shirt,Clothing,29222.92,3,87668.76,16-10-2024,Debit Card,2.7,October,2024,17533.752,28,Retail,West
ORD00249,Educational Book,Books,1483.5,5,7417.5,04-11-2024,Debit Card,4.3,November,2024,1483.5,9,Wholesale,West
ORD00250,Self-Help Book,Books,35629.55,2,71259.1,01-02-2025,Wallet,2,February,2025,14251.82,24,Wholesale,East
ORD00251,Jacket,Clothing,1987.98,4,7951.92,23-02-2024,UPI,3.3,February,2024,1590.384,6,Retail,East
ORD00252,Educational Book,Books,37590.44,4,150361.76,28-03-2024,Wallet,1.8,March,2024,30072.352,10,Retail,South
ORD00253,Mixer Grinder,Home & Kitchen,31759.49,4,127037.96,11-12-2024,UPI,2,December,2024,25407.592,26,Online,West
ORD00254,Shampoo,Beauty,18787.05,4,75148.2,27-01-2025,Credit Card,1.1,January,2025,15029.64,15,Online,East
ORD00255,Educational Book,Books,17066.16,1,17066.16,15-09-2024,Wallet,2.8,September,2024,3413.232,20,Retail,North
ORD00256,Jacket,Clothing,15068.72,4,60274.88,23-03-2024,Debit Card,1.4,March,2024,12054.976,20,Retail,West
ORD00257,Smartphone,Electronics,44334.11,3,133002.33,24-02-2024,Wallet,2.6,February,2024,26600.466,5,Online,South
ORD00258,Smartphone,Electronics,11183.75,1,11183.75,15-11-2024,Credit Card,4.9,November,2024,2236.75,13,Wholesale,South
ORD00259,Cookware Set,Home & Kitchen,2923.95,5,14619.75,16-08-2024,Net Banking,1.1,August,2024,2923.95,10,Retail,South
ORD00260,Shampoo,Beauty,7339.66,2,14679.32,29-11-2024,Net Banking,1.1,November,2024,2935.864,20,Online,North
ORD00261,Table Lamp,Home & Kitchen,41405.37,2,82810.74,06-10-2024,Wallet,4.6,October,2024,16562.148,7,Wholesale,East
ORD00262,Mixer Grinder,Home & Kitchen,36114.38,1,36114.38,01-09-2024,Net Banking,4.6,September,2024,7222.876,24,Retail,North
ORD00263,Smartphone,Electronics,19915.59,5,99577.95,06-09-2024,COD,1.2,September,2024,19915.59,8,Wholesale,West
ORD00264,Smartphone,Electronics,18366.97,4,73467.88,22-05-2024,COD,1.2,May,2024,14693.576,23,Online,South
ORD00265,Smartphone,Electronics,8563.14,2,17126.28,03-03-2024,COD,3.1,March,2024,3425.256,30,Retail,North
ORD00266,Hair Dryer,Beauty,40461.79,1,40461.79,19-05-2024,Credit Card,4.9,May,2024,8092.358,7,Wholesale,North
ORD00267,Jacket,Clothing,6943.4,5,34717,16-07-2024,Debit Card,1.5,July,2024,6943.4,23,Retail,East
ORD00268,Shampoo,Beauty,14517.08,1,14517.08,19-05-2024,UPI,3,May,2024,2903.416,24,Wholesale,East
ORD00269,Tablet,Electronics,4248.25,5,21241.25,19-07-2024,Wallet,4.1,July,2024,4248.25,11,Online,South
ORD00270,Mixer Grinder,Home & Kitchen,43118.73,5,215593.65,12-12-2024,Debit Card,3.1,December,2024,43118.73,24,Online,North
ORD00271,Dress,Clothing,10086.76,2,20173.52,26-03-2024,Wallet,1.9,March,2024,4034.704,13,Retail,North
ORD00272,Face Cream,Beauty,35373.5,4,141494,09-08-2024,Credit Card,2.9,August,2024,28298.8,5,Wholesale,East
ORD00273,Table Lamp,Home & Kitchen,43002.68,3,129008.04,05-04-2024,UPI,4.2,April,2024,25801.608,12,Retail,North
ORD00274,Laptop,Electronics,46388.81,1,46388.81,21-02-2024,COD,4.4,February,2024,9277.762,11,Retail,North
ORD00275,Cookbook,Books,47384.51,3,142153.53,29-05-2024,Net Banking,1.5,May,2024,28430.706,22,Wholesale,North
ORD00276,Jacket,Clothing,15826.47,2,31652.94,13-07-2024,Net Banking,4.4,July,2024,6330.588,12,Wholesale,East
ORD00277,Shampoo,Beauty,33927.57,5,169637.85,02-02-2025,Wallet,2.6,February,2025,33927.57,5,Wholesale,South
ORD00278,Tablet,Electronics,27400.84,1,27400.84,07-02-2025,Net Banking,3.6,February,2025,5480.168,15,Online,West
ORD00279,Tablet,Electronics,37684.28,4,150737.12,02-04-2024,COD,3.2,April,2024,30147.424,29,Retail,South
ORD00280,Sneakers,Clothing,22968.18,4,91872.72,23-01-2025,Net Banking,4.1,January,2025,18374.544,29,Retail,West
ORD00281,Sofa Cover,Home & Kitchen,43444.93,1,43444.93,10-01-2025,Wallet,4,January,2025,8688.986,22,Online,North
ORD00282,Headphones,Electronics,36083.22,3,108249.66,25-07-2024,Credit Card,2.9,July,2024,21649.932,27,Wholesale,South
ORD00283,Cookware Set,Home & Kitchen,43043.82,5,215219.1,09-11-2024,Wallet,4.1,November,2024,43043.82,14,Online,West
ORD00284,Smartwatch,Electronics,1517.63,4,6070.52,10-11-2024,COD,2,November,2024,1214.104,7,Online,East
ORD00285,Fiction Novel,Books,1626.1,5,8130.5,15-11-2024,Credit Card,2.8,November,2024,1626.1,11,Online,East
ORD00286,T-Shirt,Clothing,40384.62,1,40384.62,27-04-2024,UPI,4.2,April,2024,8076.924,20,Retail,South
ORD00287,T-Shirt,Clothing,37295.08,1,37295.08,06-02-2025,UPI,4,February,2025,7459.016,30,Online,South
ORD00288,Sneakers,Clothing,13915.5,3,41746.5,02-07-2024,Net Banking,3.9,July,2024,8349.3,20,Retail,North
ORD00289,Smartphone,Electronics,23625.05,2,47250.1,07-07-2024,Debit Card,2,July,2024,9450.02,29,Retail,South
ORD00290,Mixer Grinder,Home & Kitchen,464.18,3,1392.54,02-08-2024,Debit Card,4.1,August,2024,278.508,24,Retail,North
ORD00291,T-Shirt,Clothing,26667.15,2,53334.3,05-11-2024,Credit Card,1.9,November,2024,10666.86,21,Wholesale,North
ORD00292,Fiction Novel,Books,29093.02,2,58186.04,01-11-2024,Debit Card,3.7,November,2024,11637.208,6,Retail,East
ORD00293,Jacket,Clothing,44770.65,3,134311.95,12-12-2024,Wallet,3.5,December,2024,26862.39,5,Retail,East
ORD00294,Bedsheet,Home & Kitchen,32749.9,1,32749.9,02-08-2024,Net Banking,3.8,August,2024,6549.98,20,Wholesale,West
ORD00295,Educational Book,Books,4990.66,3,14971.98,30-05-2024,Wallet,4.6,May,2024,2994.396,16,Retail,East
ORD00296,T-Shirt,Clothing,11044.89,3,33134.67,25-11-2024,Wallet,1.5,November,2024,6626.934,9,Online,East
ORD00297,Fiction Novel,Books,46032.16,5,230160.8,08-12-2024,Debit Card,4.4,December,2024,46032.16,9,Online,South
ORD00298,Educational Book,Books,43965.67,3,131897.01,25-08-2024,Debit Card,1.1,August,2024,26379.402,27,Retail,East
ORD00299,T-Shirt,Clothing,6037.98,2,12075.96,25-05-2024,COD,3.6,May,2024,2415.192,13,Wholesale,West
ORD00300,Comic Book,Books,22747.82,3,68243.46,20-09-2024,Debit Card,4.5,September,2024,13648.692,13,Online,South
ORD00301,Headphones,Electronics,26615.92,2,53231.84,21-06-2024,COD,2.3,June,2024,10646.368,7,Wholesale,West
ORD00302,Face Cream,Beauty,48234.31,2,96468.62,08-07-2024,Debit Card,1.8,July,2024,19293.724,23,Wholesale,East
ORD00303,Table Lamp,Home & Kitchen,24172.56,1,24172.56,20-12-2024,UPI,3.1,December,2024,4834.512,20,Online,West
ORD00304,Fiction Novel,Books,16385.37,3,49156.11,24-02-2024,Wallet,1.6,February,2024,9831.222,20,Wholesale,South
ORD00305,T-Shirt,Clothing,29527.22,3,88581.66,30-03-2024,COD,1.2,March,2024,17716.332,7,Online,North
ORD00306,Table Lamp,Home & Kitchen,42516.65,3,127549.95,28-04-2024,Net Banking,1.8,April,2024,25509.99,24,Wholesale,West
ORD00307,Comic Book,Books,27175.37,5,135876.85,02-08-2024,COD,3.9,August,2024,27175.37,28,Online,West
ORD00308,Dress,Clothing,25379.68,4,101518.72,06-10-2024,Wallet,3.5,October,2024,20303.744,26,Retail,South
ORD00309,Educational Book,Books,29568.18,3,88704.54,12-01-2025,Credit Card,1.3,January,2025,17740.908,28,Online,South
ORD00310,Fiction Novel,Books,23562.27,2,47124.54,23-12-2024,Credit Card,4.9,December,2024,9424.908,5,Online,West
ORD00311,Dress,Clothing,19134.26,2,38268.52,12-02-2024,COD,4.6,February,2024,7653.704,28,Online,East
ORD00312,Fiction Novel,Books,10176.11,5,50880.55,17-08-2024,Net Banking,2.1,August,2024,10176.11,24,Online,West
ORD00313,Laptop,Electronics,48177.16,3,144531.48,05-03-2024,Net Banking,1.7,March,2024,28906.296,15,Wholesale,South
ORD00314,Mixer Grinder,Home & Kitchen,6119.31,5,30596.55,07-03-2024,Net Banking,1.5,March,2024,6119.31,21,Retail,North
ORD00315,Shampoo,Beauty,6015.13,1,6015.13,26-08-2024,Credit Card,1.9,August,2024,1203.026,12,Online,North
ORD00316,T-Shirt,Clothing,41198.84,4,164795.36,08-04-2024,Credit Card,3,April,2024,32959.072,8,Wholesale,East
ORD00317,Cookbook,Books,11527.7,3,34583.1,30-11-2024,Net Banking,1.8,November,2024,6916.62,10,Retail,West
ORD00318,Smartwatch,Electronics,27749.19,4,110996.76,22-01-2025,Wallet,2.5,January,2025,22199.352,12,Retail,North
ORD00319,Smartphone,Electronics,14014.82,1,14014.82,23-11-2024,Credit Card,4.6,November,2024,2802.964,24,Retail,West
ORD00320,Smartphone,Electronics,23293.14,2,46586.28,08-06-2024,UPI,4.1,June,2024,9317.256,7,Retail,South
ORD00321,Sneakers,Clothing,38592.49,5,192962.45,13-10-2024,Wallet,3.2,October,2024,38592.49,20,Online,North
ORD00322,Smartphone,Electronics,39898.86,1,39898.86,03-06-2024,Wallet,1.8,June,2024,7979.772,29,Online,East
ORD00323,Educational Book,Books,39842.5,2,79685,10-10-2024,Debit Card,4.4,October,2024,15937,7,Wholesale,South
ORD00324,Fiction Novel,Books,30395.25,1,30395.25,07-04-2024,COD,1.1,April,2024,6079.05,29,Wholesale,East
ORD00325,Face Cream,Beauty,36560.32,5,182801.6,01-01-2025,Net Banking,2.5,January,2025,36560.32,22,Wholesale,South
ORD00326,Cookware Set,Home & Kitchen,44248.09,1,44248.09,19-02-2024,Net Banking,3.1,February,2024,8849.618,18,Retail,North
ORD00327,Tablet,Electronics,18386.26,1,18386.26,06-10-2024,Credit Card,1.4,October,2024,3677.252,22,Retail,East
ORD00328,Jacket,Clothing,33683.4,1,33683.4,08-01-2025,Debit Card,3.8,January,2025,6736.68,6,Online,East
ORD00329,Hair Dryer,Beauty,49561.57,3,148684.71,03-04-2024,Net Banking,3.5,April,2024,29736.942,26,Retail,South
ORD00330,Face Cream,Beauty,18551.65,2,37103.3,30-03-2024,Credit Card,2.6,March,2024,7420.66,7,Retail,East
ORD00331,Headphones,Electronics,12249.35,5,61246.75,29-01-2025,Wallet,2.9,January,2025,12249.35,20,Retail,South
ORD00332,Jeans,Clothing,35305.39,1,35305.39,10-06-2024,UPI,2.2,June,2024,7061.078,13,Wholesale,South
ORD00333,Smartwatch,Electronics,16790.46,5,83952.3,27-08-2024,Net Banking,4.3,August,2024,16790.46,8,Wholesale,South
ORD00334,Jacket,Clothing,26096.96,4,104387.84,28-03-2024,Debit Card,3.5,March,2024,20877.568,5,Online,South
ORD00335,Self-Help Book,Books,34361.96,5,171809.8,22-03-2024,Net Banking,4.4,March,2024,34361.96,8,Retail,North
ORD00336,Table Lamp,Home & Kitchen,46079.49,5,230397.45,28-02-2024,Net Banking,3.7,February,2024,46079.49,5,Retail,South
ORD00337,Mixer Grinder,Home & Kitchen,47053.44,2,94106.88,05-06-2024,COD,3,June,2024,18821.376,18,Online,West
ORD00338,Tablet,Electronics,18905.94,3,56717.82,14-08-2024,UPI,4.5,August,2024,11343.564,25,Retail,East
ORD00339,Hair Dryer,Beauty,30977.18,3,92931.54,08-11-2024,UPI,3.3,November,2024,18586.308,20,Retail,West
ORD00340,Table Lamp,Home & Kitchen,41841.57,2,83683.14,27-05-2024,COD,1.1,May,2024,16736.628,24,Wholesale,North
ORD00341,Laptop,Electronics,4277.15,4,17108.6,12-08-2024,COD,2.1,August,2024,3421.72,28,Online,West
ORD00342,Sofa Cover,Home & Kitchen,15648.85,2,31297.7,03-02-2025,Credit Card,4.4,February,2025,6259.54,12,Online,East
ORD00343,Headphones,Electronics,26992.72,3,80978.16,15-02-2024,Wallet,1.1,February,2024,16195.632,11,Online,West
ORD00344,Headphones,Electronics,49586.31,4,198345.24,03-05-2024,UPI,4.3,May,2024,39669.048,7,Online,North
ORD00345,Tablet,Electronics,37181.04,1,37181.04,21-03-2024,Wallet,1.2,March,2024,7436.208,21,Wholesale,South
ORD00346,Sneakers,Clothing,46090.65,4,184362.6,25-01-2025,UPI,3.3,January,2025,36872.52,5,Wholesale,West
ORD00347,Educational Book,Books,48151.09,4,192604.36,23-07-2024,UPI,2.9,July,2024,38520.872,20,Retail,North
ORD00348,Smartwatch,Electronics,8197.47,2,16394.94,28-09-2024,Wallet,3,September,2024,3278.988,16,Retail,North
ORD00349,Cookware Set,Home & Kitchen,40679.29,2,81358.58,13-07-2024,Wallet,1.5,July,2024,16271.716,23,Retail,East
ORD00350,Perfume,Beauty,45012.71,3,135038.13,15-10-2024,UPI,4.9,October,2024,27007.626,26,Retail,East
ORD00351,Perfume,Beauty,5127.02,3,15381.06,07-02-2025,Debit Card,4.5,February,2025,3076.212,27,Wholesale,West
ORD00352,Laptop,Electronics,13954.48,3,41863.44,12-01-2025,UPI,1.5,January,2025,8372.688,26,Online,South
ORD00353,T-Shirt,Clothing,26166.89,4,104667.56,06-09-2024,Credit Card,3.7,September,2024,20933.512,18,Wholesale,North
ORD00354,Hair Dryer,Beauty,45072.69,2,90145.38,30-12-2024,Wallet,2.6,December,2024,18029.076,10,Retail,West
ORD00355,T-Shirt,Clothing,33543.19,2,67086.38,09-03-2024,UPI,3.7,March,2024,13417.276,10,Wholesale,North
ORD00356,Self-Help Book,Books,34116.23,3,102348.69,20-03-2024,Wallet,1.4,March,2024,20469.738,17,Online,North
ORD00357,Self-Help Book,Books,15466.4,5,77332,29-07-2024,Wallet,2.9,July,2024,15466.4,23,Online,South
ORD00358,Laptop,Electronics,19879.4,4,79517.6,15-03-2024,Debit Card,3.2,March,2024,15903.52,26,Wholesale,South
ORD00359,Sofa Cover,Home & Kitchen,11914.15,2,23828.3,10-06-2024,Wallet,2.4,June,2024,4765.66,12,Wholesale,West
ORD00360,Dress,Clothing,7936.32,4,31745.28,21-09-2024,Credit Card,1.5,September,2024,6349.056,6,Wholesale,South
ORD00361,Educational Book,Books,7633.85,2,15267.7,01-09-2024,Net Banking,3.8,September,2024,3053.54,25,Retail,South
ORD00362,Face Cream,Beauty,2470.82,4,9883.28,26-05-2024,UPI,2,May,2024,1976.656,5,Wholesale,West
ORD00363,Sofa Cover,Home & Kitchen,908.47,3,2725.41,27-09-2024,COD,4.6,September,2024,545.082,19,Wholesale,South
ORD00364,Table Lamp,Home & Kitchen,14102.56,4,56410.24,20-09-2024,COD,2.9,September,2024,11282.048,5,Wholesale,East
ORD00365,Laptop,Electronics,23287.93,4,93151.72,14-08-2024,Debit Card,2,August,2024,18630.344,9,Online,North
ORD00366,Mixer Grinder,Home & Kitchen,41333.21,1,41333.21,28-01-2025,Net Banking,4,January,2025,8266.642,20,Online,North
ORD00367,Educational Book,Books,35304.99,1,35304.99,06-08-2024,COD,2,August,2024,7060.998,23,Retail,North
ORD00368,Jeans,Clothing,22335.58,2,44671.16,31-07-2024,Wallet,3.8,July,2024,8934.232,8,Retail,North
ORD00369,Cookware Set,Home & Kitchen,40486.08,5,202430.4,26-11-2024,Wallet,3.6,November,2024,40486.08,7,Online,West
ORD00370,Educational Book,Books,20353.4,1,20353.4,07-07-2024,UPI,2.9,July,2024,4070.68,21,Online,North
ORD00371,Laptop,Electronics,2258.27,3,6774.81,24-10-2024,Wallet,4.8,October,2024,1354.962,21,Online,North
ORD00372,Smartphone,Electronics,704.55,5,3522.75,28-05-2024,Debit Card,4,May,2024,704.55,16,Wholesale,North
ORD00373,Table Lamp,Home & Kitchen,38629,1,38629,15-07-2024,Net Banking,4,July,2024,7725.8,18,Wholesale,North
ORD00374,Fiction Novel,Books,37303.26,4,149213.04,07-01-2025,COD,2.9,January,2025,29842.608,25,Online,East
ORD00375,Smartphone,Electronics,11507.22,4,46028.88,17-04-2024,Debit Card,1.4,April,2024,9205.776,10,Wholesale,North
ORD00376,Table Lamp,Home & Kitchen,48710.25,1,48710.25,06-10-2024,Credit Card,1.7,October,2024,9742.05,7,Wholesale,East
ORD00377,Educational Book,Books,20075.81,1,20075.81,12-06-2024,Debit Card,4.9,June,2024,4015.162,13,Retail,West
ORD00378,Comic Book,Books,8448.77,2,16897.54,12-05-2024,UPI,3.8,May,2024,3379.508,9,Online,South
ORD00379,Sneakers,Clothing,29310.76,4,117243.04,03-07-2024,Wallet,4.4,July,2024,23448.608,28,Online,North
ORD00380,Educational Book,Books,708.78,4,2835.12,29-11-2024,COD,2,November,2024,567.024,21,Wholesale,South
ORD00381,Jacket,Clothing,24062.33,4,96249.32,19-01-2025,Debit Card,1.1,January,2025,19249.864,18,Online,South
ORD00382,Sneakers,Clothing,27827.66,1,27827.66,18-06-2024,COD,4.5,June,2024,5565.532,25,Retail,West
ORD00383,Smartwatch,Electronics,40862.87,2,81725.74,22-05-2024,Debit Card,1.4,May,2024,16345.148,7,Retail,South
ORD00384,Sneakers,Clothing,11399.26,2,22798.52,17-02-2024,Net Banking,1,February,2024,4559.704,5,Retail,East
ORD00385,Hair Dryer,Beauty,5463.13,1,5463.13,30-06-2024,Debit Card,3.9,June,2024,1092.626,24,Online,South
ORD00386,Comic Book,Books,8644.99,5,43224.95,17-07-2024,Debit Card,4.3,July,2024,8644.99,25,Online,South
ORD00387,Headphones,Electronics,27481.15,2,54962.3,27-10-2024,COD,3.2,October,2024,10992.46,27,Online,South
ORD00388,Self-Help Book,Books,47819.23,4,191276.92,03-06-2024,Wallet,1.1,June,2024,38255.384,5,Online,North
ORD00389,Lipstick,Beauty,7145.81,4,28583.24,09-03-2024,Wallet,1.9,March,2024,5716.648,7,Online,North
ORD00390,Headphones,Electronics,29847.4,3,89542.2,04-06-2024,Debit Card,2.9,June,2024,17908.44,22,Retail,East
ORD00391,Lipstick,Beauty,11186.35,2,22372.7,28-10-2024,COD,1.1,October,2024,4474.54,29,Wholesale,East
ORD00392,Educational Book,Books,36535.74,3,109607.22,02-07-2024,UPI,1.2,July,2024,21921.444,14,Retail,North
ORD00393,Sneakers,Clothing,12046.9,3,36140.7,05-01-2025,COD,3.2,January,2025,7228.14,26,Online,East
ORD00394,Hair Dryer,Beauty,7043.51,4,28174.04,12-03-2024,UPI,2.3,March,2024,5634.808,30,Retail,North
ORD00395,Sneakers,Clothing,34369.57,4,137478.28,31-07-2024,Net Banking,1.6,July,2024,27495.656,7,Online,West
ORD00396,Sneakers,Clothing,4827.49,3,14482.47,10-03-2024,Debit Card,4.2,March,2024,2896.494,12,Online,South
ORD00397,Lipstick,Beauty,14851.66,2,29703.32,08-01-2025,Debit Card,1.9,January,2025,5940.664,18,Retail,South
ORD00398,Jacket,Clothing,40248.27,3,120744.81,19-04-2024,Wallet,3.9,April,2024,24148.962,28,Online,East
ORD00399,Jeans,Clothing,37135.36,2,74270.72,23-12-2024,Net Banking,3,December,2024,14854.144,22,Wholesale,North
ORD00400,Shampoo,Beauty,25794.78,5,128973.9,13-08-2024,Debit Card,1,August,2024,25794.78,19,Online,North
ORD00401,Shampoo,Beauty,47564.29,3,142692.87,23-05-2024,Net Banking,3.5,May,2024,28538.574,26,Wholesale,East
ORD00402,Mixer Grinder,Home & Kitchen,5500.92,3,16502.76,27-07-2024,Debit Card,2.3,July,2024,3300.552,27,Wholesale,North
ORD00403,Comic Book,Books,904.29,2,1808.58,01-05-2024,Debit Card,3.5,May,2024,361.716,6,Online,West
ORD00404,Smartwatch,Electronics,25035.46,2,50070.92,15-04-2024,Debit Card,4.5,April,2024,10014.184,14,Retail,South
ORD00405,Sneakers,Clothing,30156.36,5,150781.8,06-01-2025,UPI,4.4,January,2025,30156.36,6,Wholesale,East
ORD00406,Jacket,Clothing,42189.9,1,42189.9,12-01-2025,Credit Card,3.4,January,2025,8437.98,30,Retail,East
ORD00407,Jeans,Clothing,41122.81,2,82245.62,10-12-2024,Net Banking,4.8,December,2024,16449.124,21,Wholesale,North
ORD00408,T-Shirt,Clothing,21705.78,1,21705.78,05-10-2024,COD,1.1,October,2024,4341.156,12,Online,East
ORD00409,Headphones,Electronics,28391.65,3,85174.95,11-12-2024,Debit Card,2.5,December,2024,17034.99,5,Online,West
ORD00410,Mixer Grinder,Home & Kitchen,40031.86,2,80063.72,16-12-2024,COD,1.9,December,2024,16012.744,13,Wholesale,North
ORD00411,Mixer Grinder,Home & Kitchen,41248.02,4,164992.08,12-01-2025,Credit Card,2.6,January,2025,32998.416,15,Online,North
ORD00412,Shampoo,Beauty,35325.38,2,70650.76,18-05-2024,UPI,4.1,May,2024,14130.152,26,Wholesale,North
ORD00413,Mixer Grinder,Home & Kitchen,45866.22,1,45866.22,09-12-2024,COD,3.9,December,2024,9173.244,20,Online,North
ORD00414,Dress,Clothing,42975.36,4,171901.44,18-08-2024,COD,3.3,August,2024,34380.288,11,Retail,West
ORD00415,Tablet,Electronics,7532.86,5,37664.3,07-02-2025,UPI,1.5,February,2025,7532.86,14,Online,North
ORD00416,Face Cream,Beauty,39931.75,4,159727,19-04-2024,Credit Card,2.4,April,2024,31945.4,27,Retail,East
ORD00417,Headphones,Electronics,20760.44,4,83041.76,10-03-2024,COD,2.4,March,2024,16608.352,30,Online,West
ORD00418,T-Shirt,Clothing,29466.3,5,147331.5,23-07-2024,Net Banking,1.3,July,2024,29466.3,7,Retail,South
ORD00419,Face Cream,Beauty,756.85,3,2270.55,04-11-2024,UPI,4.8,November,2024,454.11,22,Online,South
ORD00420,Smartwatch,Electronics,43711.45,4,174845.8,27-06-2024,Wallet,4.5,June,2024,34969.16,29,Retail,East
ORD00421,Comic Book,Books,1134.78,2,2269.56,09-06-2024,Debit Card,3.9,June,2024,453.912,28,Wholesale,East
ORD00422,Sofa Cover,Home & Kitchen,6859,3,20577,05-10-2024,Net Banking,1.6,October,2024,4115.4,17,Wholesale,West
ORD00423,Self-Help Book,Books,28818.74,3,86456.22,27-06-2024,Debit Card,1.4,June,2024,17291.244,30,Retail,South
ORD00424,Laptop,Electronics,25233.95,4,100935.8,25-10-2024,COD,4.1,October,2024,20187.16,11,Online,South
ORD00425,Educational Book,Books,28577.34,1,28577.34,20-08-2024,UPI,2.7,August,2024,5715.468,29,Retail,South
ORD00426,Bedsheet,Home & Kitchen,7322.87,3,21968.61,22-02-2024,COD,5,February,2024,4393.722,8,Online,South
ORD00427,Fiction Novel,Books,25144.48,4,100577.92,05-05-2024,Net Banking,1.3,May,2024,20115.584,17,Wholesale,South
ORD00428,Mixer Grinder,Home & Kitchen,16289.17,5,81445.85,14-11-2024,Net Banking,2.6,November,2024,16289.17,24,Online,North
ORD00429,Comic Book,Books,24973.13,3,74919.39,08-12-2024,Debit Card,3.2,December,2024,14983.878,5,Wholesale,East
ORD00430,Cookware Set,Home & Kitchen,5804.38,2,11608.76,16-05-2024,COD,2.2,May,2024,2321.752,12,Online,North
ORD00431,Jeans,Clothing,43502.85,1,43502.85,13-03-2024,Net Banking,4.2,March,2024,8700.57,18,Online,South
ORD00432,Smartphone,Electronics,46770.01,5,233850.05,10-04-2024,Net Banking,2.9,April,2024,46770.01,20,Online,West
ORD00433,Laptop,Electronics,38160.98,2,76321.96,31-03-2024,Debit Card,4,March,2024,15264.392,18,Retail,West
ORD00434,Headphones,Electronics,14797.27,2,29594.54,25-01-2025,UPI,3.4,January,2025,5918.908,16,Retail,South
ORD00435,Shampoo,Beauty,16951.57,5,84757.85,28-03-2024,Wallet,2,March,2024,16951.57,23,Wholesale,South
ORD00436,Smartphone,Electronics,20087.65,2,40175.3,27-10-2024,Wallet,2.7,October,2024,8035.06,27,Wholesale,West
ORD00437,Face Cream,Beauty,45544.54,4,182178.16,23-04-2024,COD,3,April,2024,36435.632,19,Retail,North
